"race_id","name","year","age","m_f","run_time","bike_time","swim_time","final_time","high_temp","low_temp"
5129,"Ironman Louisville",2010,35,"M",12845,20039,4457,37883,96.00,73.00
5129,"Ironman Louisville",2010,30,"M",15442,19134,172680,37972,96.00,73.00
5129,"Ironman Louisville",2010,25,"F",13463,19870,4215,38040,96.00,73.00
5129,"Ironman Louisville",2010,25,"M",13852,19698,4076,38076,96.00,73.00
5129,"Ironman Louisville",2010,35,"M",13747,19968,4102,38262,96.00,73.00
5129,"Ironman Louisville",2010,25,"M",14252,19034,4249,38310,96.00,73.00
5129,"Ironman Louisville",2010,30,"M",13048,19565,5163,38346,96.00,73.00
5129,"Ironman Louisville",2010,25,"M",12658,20431,4225,38213,96.00,73.00
5129,"Ironman Louisville",2010,30,"F",13166,20187,4446,38370,96.00,73.00
5129,"Ironman Louisville",2010,30,"M",13510,19545,4935,38482,96.00,73.00
5129,"Ironman Louisville",2010,40,"M",13983,19540,4395,38499,96.00,73.00
5129,"Ironman Louisville",2010,35,"M",14796,19227,3777,38395,96.00,73.00
5129,"Ironman Louisville",2010,35,"M",15016,19012,3932,38511,96.00,73.00
5129,"Ironman Louisville",2010,45,"M",18721,20504,196740,43187,96.00,73.00
5129,"Ironman Louisville",2010,30,"F",14101,20052,3962,38574,96.00,73.00
5129,"Ironman Louisville",2010,0,"F",13972,20592,3605,38582,96.00,73.00
5129,"Ironman Louisville",2010,40,"M",16678,20663,4653,43189,96.00,73.00
5129,"Ironman Louisville",2010,55,"M",17730,20833,3828,43188,96.00,73.00
5129,"Ironman Louisville",2010,40,"M",16538,21029,4707,43193,96.00,73.00
5129,"Ironman Louisville",2010,30,"M",17085,20081,5364,43214,96.00,73.00
5129,"Ironman Louisville",2010,35,"M",17372,20558,4551,43201,96.00,73.00
5129,"Ironman Louisville",2010,35,"M",16376,21551,4239,43197,96.00,73.00
5129,"Ironman Louisville",2010,45,"M",17932,20866,212400,43228,96.00,73.00
5129,"Ironman Louisville",2010,50,"M",19253,19308,3774,43230,96.00,73.00
5129,"Ironman Louisville",2010,25,"M",17184,20655,4220,43285,96.00,73.00
5129,"Ironman Louisville",2010,25,"M",17202,20899,4296,43291,96.00,73.00
5129,"Ironman Louisville",2010,18,"M",16117,21237,5096,43253,96.00,73.00
