"race_id","name","year","qualifier_id","date","location","race_type","high_humidity","low_humidity","peak_wind_speed","starting_elevation","gross_elevation_gain","high_temp","low_temp"
5328,"Ironman 70.3 St. Polten",2009,23825,"5/24/09","St. Polten, Austria","Ironman 70.3",93.00,36.00,9.20,876.00,3528.00,77.50,48.40
5334,"Ironman 70.3 Rapperswil-Jona",2009,90712,"6/7/09","Rapperswi0a, Switzerland","Ironman 70.3",94.00,31.00,16.10,1338.00,3742.00,68.40,51.30
5342,"Ironman 70.3 Boise",2009,48187,"6/13/09","Boise, ID, USA","Ironman 70.3",93.00,38.00,13.80,2710.00,1684.00,77.00,59.00
5354,"Ironman 70.3 Kansas",2009,20467,"6/14/09","Lawrence, KS, USA","Ironman 70.3",88.00,49.00,9.20,975.00,3063.00,82.40,60.80
5361,"Ironman 70.3 UK",2009,88618,"6/14/09","Wimbleball, UK","Ironman 70.3",100.00,43.00,13.80,800.00,6185.00,68.00,48.20
5376,"Ironman 70.3 Buffalo Springs Lake",2009,27670,"6/28/09","Lubbock, TX, USA","Ironman 70.3",0.00,0.00,24.20,2873.00,1870.00,98.10,66.20
5397,"Ironman 70.3 Vineman",2009,22764,"7/19/09","Windsor, CA, USA","Ironman 70.3",96.00,26.00,13.80,164.00,2440.00,95.00,50.00
5403,"Ironman 70.3 Philippines",2009,84977,"8/23/09","Cebu, Philippines","Ironman 70.3",100.00,68.00,6.60,56.00,1162.00,95.40,78.80
5409,"Ironman 70.3 Wiesbaden",2009,44937,"8/16/09","Wiesbaden, Germany","Ironman 70.3",94.00,20.00,15.00,377.00,5721.00,90.30,56.50
5420,"Ironman 70.3 Steelhead",2009,77882,"8/1/09","Benton Harbor, Michigan","Ironman 70.3",93.00,50.00,18.30,591.00,1954.00,78.80,57.20
5432,"Ironman 70.3 Timberman",2009,34567,"8/22/09","Gilford, NH, USA","Ironman 70.3",100.00,70.00,8.10,745.00,3115.00,87.80,68.00
5437,"Ironman 70.3 Calgary",2009,75516,"8/2/09","Calgary, Canada","Ironman 70.3",68.00,25.00,34.40,3438.00,2624.00,89.10,54.30
5445,"Ironman 70.3 Lake Stevens",2009,54633,"8/16/09","Lake Stevens, WA, USA","Ironman 70.3",100.00,50.00,8.10,217.00,3384.00,78.80,55.40
5455,"Ironman 70.3 Muskoka",2009,10831,"9/13/09","Muskoka, Canada","Ironman 70.3",100.00,49.00,11.40,983.00,3997.00,69.80,59.00
5463,"Ironman 70.3 Cozumel",2009,99955,"9/20/09","Cozumel, Mexico","Ironman 70.3",100.00,74.00,11.40,14.00,360.00,86.00,71.60
5470,"Ironman 70.3 Augusta",2009,61447,"9/27/09","Augusta, GA, USA","Ironman 70.3",100.00,42.00,15.00,141.00,1610.00,84.00,69.10
5476,"Ironman 70.3 Port Macquarie",2009,20537,"11/1/09","Port Macquarie, Australia","Ironman 70.3",100.00,31.00,15.00,16.00,2191.00,75.90,51.80
5483,"Ironman 70.3 Austin",2009,7141,"9/25/09","Austin, TX, USA","Ironman 70.3",93.00,44.00,16.10,489.00,1769.00,82.40,60.80
5498,"Ironman 70.3 South Africa",2009,92350,"1/18/09","Buffalo City, South Africa","Ironman 70.3",88.00,44.00,19.40,233.00,4499.00,74.50,60.10
5504,"Ironman 70.3 Geelong",2009,30692,"2/8/09","Geelong, Australia","Ironman 70.3",88.00,40.00,20.80,50.00,2490.00,72.50,58.60
5509,"Mooseman Half Ironman",2009,61467,"6/6/09","Waterville Valley, NH, USA","Half Ironman",100.00,29.00,12.00,618.00,0.00,77.00,44.00
5072,"Ironman St. Croix 70.3",2008,56293,"5/4/2008","St. Croix, USA","Ironman 70.3",94.00,58.00,21.00,20.00,3140.00,84.00,75.00
5236,"Ironman 70.3 Eagleman",2008,93659,"6/8/2008","Cambridge, MD, USA","Ironman 70.3",74.00,39.00,10.00,20.00,490.00,95.00,78.00
5250,"Ironman 70.3 Hawaii",2008,9682,"5/31/08","Kohala Coast, HI, USA","Ironman 70.3",84.00,46.00,12.80,40.00,2928.00,82.40,68.00
5290,"Ironman 70.3 California",2008,34041,"3/29/08","Oceanside, CA, USA","Ironman 70.3",93.00,63.00,13.80,66.00,2416.00,60.80,51.80
5308,"Ironman 70.3 Florida",2008,34695,"5/18/08","Haines City, FL, USA","Ironman 70.3",97.00,53.00,16.10,162.00,1673.00,87.80,73.40
5327,"Ironman 70.3 St. Polten",2008,23825,"5/24/08","St. Polten, Austria","Ironman 70.3",94.00,32.00,6.60,876.00,3528.00,73.20,48.20
5343,"Ironman 70.3 Boise",2008,48187,"6/1/08","Boise, ID, USA","Ironman 70.3",86.00,52.00,11.40,2710.00,1684.00,78.10,52.00
5351,"Ironman 70.3 Kansas",2008,20467,"6/15/08","Lawrence, KS, USA","Ironman 70.3",88.00,62.00,23.00,975.00,3063.00,84.00,64.90
5357,"Ironman 70.3 UK",2008,88618,"6/15/08","Wimbleball, UK","Ironman 70.3",94.00,52.00,9.20,800.00,6185.00,73.40,44.60
5379,"Ironman 70.3 Buffalo Springs Lake",2008,27670,"6/29/08","Lubbock, TX, USA","Ironman 70.3",87.00,64.00,20.80,2873.00,1870.00,77.00,66.20
5392,"Ironman 70.3 Vineman",2008,22764,"8/2/08","Windsor, CA, USA","Ironman 70.3",93.00,19.00,12.80,164.00,2440.00,93.90,50.00
5408,"Ironman 70.3 Wiesbaden",2008,44937,"8/10/08","Wiesbaden, Germany","Ironman 70.3",88.00,41.00,15.00,377.00,5721.00,74.30,58.50
5419,"Ironman 70.3 Steelhead",2008,77882,"8/2/08","Benton Harbor, Michigan","Ironman 70.3",100.00,66.00,11.40,591.00,1954.00,78.10,63.00
5431,"Ironman 70.3 Timberman",2008,34567,"8/16/08","Gilford, NH, USA","Ironman 70.3",94.00,47.00,12.80,745.00,3115.00,77.00,62.60
5444,"Ironman 70.3 Lake Stevens",2008,54633,"7/6/08","Lake Stevens, WA, USA","Ironman 70.3",88.00,49.00,17.30,217.00,3384.00,72.00,55.00
5452,"Ironman 70.3 Muskoka",2008,10831,"9/14/08","Muskoka, Canada","Ironman 70.3",100.00,94.00,11.40,983.00,3997.00,73.40,62.60
5462,"Ironman 70.3 Cozumel",2008,99955,"9/21/08","Cozumel, Mexico","Ironman 70.3",94.00,63.00,15.00,14.00,360.00,91.40,78.80
5475,"Ironman 70.3 Port Macquarie",2008,20537,"11/9/08","Port Macquarie, Australia","Ironman 70.3",100.00,58.00,17.30,16.00,2191.00,72.10,56.10
5481,"Ironman 70.3 Austin",2008,7141,"9/5/08","Austin, TX, USA","Ironman 70.3",79.00,27.00,16.10,489.00,1769.00,95.00,69.80
5493,"Ironman 70.3 Pucon",2008,68252,"1/20/08","Pucon, Chile","Ironman 70.3",94.00,34.00,13.80,732.00,2960.00,83.10,53.20
5497,"Ironman 70.3 South Africa",2008,92350,"1/13/08","Buffalo City, South Africa","Ironman 70.3",94.00,69.00,17.30,233.00,4499.00,79.70,67.60
5502,"Ironman 70.3 Geelong",2008,30692,"2/10/08","Geelong, Australia","Ironman 70.3",87.00,40.00,13.80,50.00,2490.00,71.10,51.80
5073,"Ironman St. Croix 70.3",2007,56293,"5/6/2007","St. Croix, USA","Ironman 70.3",90.00,69.00,14.00,20.00,3140.00,84.00,75.00
5237,"Ironman 70.3 Eagleman",2007,93659,"6/10/2007","Cambridge, MD, USA","Ironman 70.3",88.00,53.00,12.00,20.00,490.00,75.00,62.00
5252,"Ironman 70.3 Hawaii",2007,9682,"6/2/07","Kohala Coast, HI, USA","Ironman 70.3",84.00,48.00,13.80,40.00,2928.00,86.00,64.40
5289,"Ironman 70.3 California",2007,34041,"3/31/07","Oceanside, CA, USA","Ironman 70.3",86.00,31.00,11.40,66.00,2416.00,75.90,33.30
5313,"Ironman 70.3 Florida",2007,34695,"5/21/07","Haines City, FL, USA","Ironman 70.3",93.00,26.00,16.10,162.00,1673.00,86.00,60.80
5326,"Ironman 70.3 St. Polten",2007,23825,"6/2/07","St. Polten, Austria","Ironman 70.3",94.00,42.00,13.80,876.00,3528.00,75.90,54.50
5333,"Ironman 70.3 Rapperswil-Jona",2007,90712,"6/3/07","Rapperswi0a, Switzerland","Ironman 70.3",100.00,53.00,4.70,1338.00,3742.00,67.80,51.30
5359,"Ironman 70.3 UK",2007,88618,"6/17/07","Wimbleball, UK","Ironman 70.3",94.00,68.00,15.00,800.00,6185.00,64.40,51.80
5378,"Ironman 70.3 Buffalo Springs Lake",2007,27670,"6/24/07","Lubbock, TX, USA","Ironman 70.3",78.00,32.00,24.20,2873.00,1870.00,91.00,64.00
5394,"Ironman 70.3 Vineman",2007,22764,"7/22/07","Windsor, CA, USA","Ironman 70.3",100.00,35.00,12.80,164.00,2440.00,91.90,55.90
5418,"Ironman 70.3 Steelhead",2007,77882,"8/4/07","Benton Harbor, Michigan","Ironman 70.3",100.00,47.00,8.10,591.00,1954.00,81.00,48.00
5430,"Ironman 70.3 Timberman",2007,34567,"8/18/07","Gilford, NH, USA","Ironman 70.3",0.00,0.00,24.20,745.00,3115.00,75.90,57.00
5443,"Ironman 70.3 Lake Stevens",2007,54633,"7/9/07","Lake Stevens, WA, USA","Ironman 70.3",100.00,44.00,10.30,217.00,3384.00,71.60,53.60
5466,"Ironman 70.3 Cozumel",2007,99955,"9/23/07","Cozumel, Mexico","Ironman 70.3",100.00,79.00,11.40,14.00,360.00,84.20,75.20
5474,"Ironman 70.3 Port Macquarie",2007,20537,"11/4/07","Port Macquarie, Australia","Ironman 70.3",100.00,13.00,18.30,16.00,2191.00,77.40,53.10
5075,"Ironman St. Croix 70.3",2006,56293,"5/7/2006","St. Croix, USA","Ironman 70.3",90.00,67.00,14.00,20.00,3140.00,82.00,77.00
5231,"Ironman 70.3 Eagleman",2006,93659,"6/11/2006","Cambridge, MD, USA","Ironman 70.3",58.00,42.00,12.00,20.00,490.00,83.00,61.00
5287,"Ironman 70.3 California",2006,34041,"3/18/06","Oceanside, CA, USA","Ironman 70.3",93.00,62.00,13.80,66.00,2416.00,61.00,29.80
5356,"Ironman 70.3 UK",2006,88618,"6/18/06","Wimbleball, UK","Ironman 70.3",100.00,64.00,16.10,800.00,6185.00,73.40,51.80
5377,"Ironman 70.3 Buffalo Springs Lake",2006,27670,"6/25/06","Lubbock, TX, USA","Ironman 70.3",70.00,24.00,16.10,2873.00,1870.00,89.60,64.40
5391,"Ironman 70.3 Vineman",2006,22764,"7/30/06","Windsor, CA, USA","Ironman 70.3",96.00,30.00,13.80,164.00,2440.00,88.00,54.00
5417,"Ironman 70.3 Steelhead",2006,77882,"8/5/06","Benton Harbor, Michigan","Ironman 70.3",100.00,54.00,8.10,591.00,1954.00,84.00,57.00
5429,"Ironman 70.3 Timberman",2006,34567,"8/19/06","Gilford, NH, USA","Ironman 70.3",82.00,57.00,12.80,745.00,3115.00,82.40,62.60
5442,"Ironman 70.3 Lake Stevens",2006,54633,"7/23/06","Lake Stevens, WA, USA","Ironman 70.3",94.00,31.00,9.20,217.00,3384.00,88.00,68.00
5461,"Ironman 70.3 Cozumel",2006,99955,"9/24/06","Cozumel, Mexico","Ironman 70.3",94.00,66.00,16.10,14.00,360.00,91.40,80.60
5076,"Ironman St. Croix 70.3",2005,56293,"5/1/2005","St. Croix, USA","Ironman 70.3",94.00,63.00,14.00,20.00,3140.00,82.00,75.00
5238,"Ironman 70.3 Eagleman",2005,93659,"6/12/2005","Cambridge, MD, USA","Ironman 70.3",0.00,0.00,0.00,20.00,490.00,0.00,0.00
5288,"Ironman 70.3 California",2005,34041,"3/19/05","Oceanside, CA, USA","Ironman 70.3",100.00,87.00,11.40,66.00,2416.00,63.00,50.00
5307,"Ironman 70.3 Florida",2005,34695,"5/22/05","Haines City, FL, USA","Ironman 70.3",90.00,42.00,11.40,162.00,1673.00,86.00,69.80
5375,"Ironman 70.3 Buffalo Springs Lake",2005,27670,"6/26/05","Lubbock, TX, USA","Ironman 70.3",64.00,24.00,17.30,2873.00,1870.00,93.00,64.00
5390,"Ironman 70.3 Vineman",2005,22764,"8/13/05","Windsor, CA, USA","Ironman 70.3",94.00,53.00,13.80,164.00,2440.00,71.60,53.60
5416,"Ironman 70.3 Steelhead",2005,77882,"8/6/05","Benton Harbor, Michigan","Ironman 70.3",100.00,48.00,10.30,591.00,1954.00,84.90,66.00
5428,"Ironman 70.3 Timberman",2005,34567,"8/20/05","Gilford, NH, USA","Ironman 70.3",94.00,56.00,9.20,745.00,3115.00,75.20,60.80
5077,"Ironman St. Croix 70.3",2004,56293,"5/2/2004","St. Croix, USA","Ironman 70.3",85.00,57.00,23.00,20.00,3140.00,84.00,75.00
5239,"Ironman 70.3 Eagleman",2004,93659,"6/13/2004","Cambridge, MD, USA","Ironman 70.3",0.00,0.00,0.00,20.00,490.00,0.00,0.00
5310,"Ironman 70.3 Florida",2004,34695,"5/23/04","Haines City, FL, USA","Ironman 70.3",90.00,29.00,8.10,162.00,1673.00,89.60,66.20
5415,"Ironman 70.3 Steelhead",2004,77882,"8/1/04","Benton Harbor, Michigan","Ironman 70.3",100.00,46.00,13.80,591.00,1954.00,84.90,53.10
5427,"Ironman 70.3 Timberman",2004,34567,"8/17/04","Gilford, NH, USA","Ironman 70.3",100.00,44.00,11.40,745.00,3115.00,87.80,60.80
5079,"Ironman St. Croix 70.3",2003,56293,"5/4/2003","St. Croix, USA","Ironman 70.3",72.00,59.00,17.00,20.00,3140.00,84.00,78.00
5240,"Ironman 70.3 Eagleman",2003,93659,"6/8/2003","Cambridge, MD, USA","Ironman 70.3",0.00,0.00,0.00,20.00,490.00,0.00,0.00
5286,"Ironman 70.3 California",2003,34041,"3/30/03","Oceanside, CA, USA","Ironman 70.3",77.00,16.00,8.10,66.00,2416.00,82.40,41.00
5414,"Ironman 70.3 Steelhead",2003,77882,"9/14/03","Benton Harbor, Michigan","Ironman 70.3",100.00,69.00,21.90,591.00,1954.00,86.00,64.00
5426,"Ironman 70.3 Timberman",2003,34567,"8/17/03","Gilford, NH, USA","Ironman 70.3",94.00,54.00,5.80,745.00,3115.00,84.20,59.00
5078,"Ironman St. Croix 70.3",2002,56293,"5/5/2002","St. Croix, USA","Ironman 70.3",79.00,53.00,24.00,20.00,3140.00,86.00,75.00
5241,"Ironman 70.3 Eagleman",2002,93659,"6/9/2002","Cambridge, MD, USA","Ironman 70.3",0.00,0.00,0.00,20.00,490.00,0.00,0.00
5285,"Ironman 70.3 California",2002,34041,"3/31/02","Oceanside, CA, USA","Ironman 70.3",94.00,70.00,12.80,66.00,2416.00,64.40,55.40
5374,"Ironman 70.3 Buffalo Springs Lake",2002,27670,"6/30/02","Lubbock, TX, USA","Ironman 70.3",90.00,40.00,18.30,2873.00,1870.00,91.00,66.20
5425,"Ironman 70.3 Timberman",2002,34567,"8/18/02","Gilford, NH, USA","Ironman 70.3",83.00,49.00,12.80,745.00,3115.00,93.90,66.90
5080,"Ironman St. Croix 70.3",2001,56293,"5/7/2001","St. Croix, USA","Ironman 70.3",100.00,79.00,23.00,20.00,3140.00,80.00,71.00
5242,"Ironman 70.3 Eagleman",2001,93659,"6/10/2001","Cambridge, MD, USA","Ironman 70.3",0.00,0.00,0.00,20.00,490.00,0.00,0.00
5424,"Ironman 70.3 Timberman",2001,34567,"8/12/01","Gilford, NH, USA","Ironman 70.3",83.00,60.00,8.10,745.00,3115.00,71.60,59.00
5243,"Ironman 70.3 Eagleman",2000,93659,"6/4/2000","Cambridge, MD, USA","Ironman 70.3",0.00,0.00,0.00,20.00,490.00,0.00,0.00
