"id","race_id","qualifier_id","name","year","age","athlete_id","final_time","cycle_time","run_time","swim_time","high_temp","low_temp","high_humidity","low_humidity","starting_elevation","gross_elevation_gain"
357112,5209,20398,"Ironman Coeur d Alene",2008,25,1020,36386,0,0,36386,71.00,53.00,94.00,41.00,2188.00,6517.00
147533,5114,89837,"Ironman Wisconsin",2006,25,1020,40628,21866,14023,4070,59.00,53.00,100.00,77.00,863.00,1916.00
18130,5007,7504,"Ironman Florida",2004,18,1020,38383,19312,14191,3941,73.00,59.00,51.00,31.00,19.00,1335.00
252663,5084,48917,"Ironman World Championships",2011,30,1020,39491,20793,14504,3709,84.00,75.00,74.00,56.00,49.00,4865.00
2018,5001,7504,"Ironman Florida",2012,30,1020,32683,17193,11489,213600,78.00,59.00,100.00,74.00,11.00,1335.00
9467,5003,7504,"Ironman Florida",2007,25,1020,34189,17820,12299,3697,74.00,51.00,98.00,54.00,16.00,1335.00
357813,5210,20398,"Ironman Coeur d Alene",2007,25,1020,36950,19864,12791,3916,68.00,46.00,71.00,37.00,2188.00,6517.00
9232,5008,7504,"Ironman Florida",2008,25,1020,34628,17964,12655,3659,73.00,49.00,79.00,38.00,15.00,1335.00
101021,5281,56781,"Ironman Texas",2011,32,1020,34871,18063,12874,215460,91.00,71.00,87.00,48.00,160.00,2822.00
347331,5208,20398,"Ironman Coeur d Alene",2010,30,1020,35976,18891,13145,215100,77.00,51.00,82.00,43.00,2188.00,6517.00
357793,5210,20398,"Ironman Coeur d Alene",2007,40,1045,38965,20685,14123,3682,68.00,46.00,71.00,37.00,2188.00,6517.00
100793,5280,56781,"Ironman Texas",2012,45,1045,35527,18396,12880,3770,87.00,59.00,100.00,42.00,160.00,2822.00
18152,5007,7504,"Ironman Florida",2004,35,1045,39131,19860,15408,205560,73.00,59.00,51.00,31.00,19.00,1335.00
27473,5013,67724,"Ironman Arizona",2009,40,1045,34772,18129,12399,3641,76.00,48.00,44.00,14.00,1160.00,2119.00
36308,5015,67724,"Ironman Arizona",2008,40,1045,36952,20212,12673,211020,94.00,63.00,23.00,4.00,1160.00,2119.00
101023,5281,56781,"Ironman Texas",2011,46,1045,35406,18143,13126,3746,91.00,71.00,87.00,48.00,160.00,2822.00
246114,5087,48917,"Ironman World Championships",2008,40,1045,39551,22006,12946,3872,84.00,73.00,73.00,50.00,49.00,4865.00
252974,5083,48917,"Ironman World Championships",2010,45,1045,37081,19132,13514,3864,82.00,71.00,78.00,54.00,49.00,4865.00
9227,5008,7504,"Ironman Florida",2008,40,1045,33840,17530,12503,201960,73.00,49.00,79.00,38.00,15.00,1335.00
18662,5009,7504,"Ironman Florida",2002,35,1045,38572,19455,14953,3719,75.00,57.00,100.00,78.00,21.00,1335.00
17795,5006,7504,"Ironman Florida",2005,40,1045,38047,19354,15007,195660,77.00,71.00,88.00,61.00,18.00,1335.00
253666,5086,48917,"Ironman World Championships",2009,40,1045,38359,20146,13587,3856,87.00,78.00,74.00,51.00,49.00,4865.00
251385,5084,48917,"Ironman World Championships",2011,45,1045,36027,18912,12562,3947,84.00,75.00,74.00,56.00,49.00,4865.00
2046,5001,7504,"Ironman Florida",2012,45,1045,33675,17209,12357,215820,78.00,59.00,100.00,74.00,11.00,1335.00
114459,5129,59748,"Ironman Louisville",2010,45,1045,36259,19172,13093,211200,96.00,73.00,84.00,28.00,466.00,4171.00
2045,5001,7504,"Ironman Florida",2012,40,1047,33896,17398,12420,3637,78.00,59.00,100.00,74.00,11.00,1335.00
253647,5086,48917,"Ironman World Championships",2009,35,1047,37812,20565,12857,3896,87.00,78.00,74.00,51.00,49.00,4865.00
9486,5003,7504,"Ironman Florida",2007,35,1047,38486,17963,16609,213780,74.00,51.00,98.00,54.00,16.00,1335.00
182161,5174,73783,"Ironman Lake Placid",2006,35,1047,37675,21039,12635,212580,73.00,55.00,97.00,43.00,1801.00,6493.00
17772,5006,7504,"Ironman Florida",2005,34,1047,35324,18855,12586,208920,77.00,71.00,88.00,61.00,18.00,1335.00
252939,5083,48917,"Ironman World Championships",2010,35,1047,36569,19098,13145,3873,82.00,71.00,78.00,54.00,49.00,4865.00
171560,5175,73783,"Ironman Lake Placid",2010,35,1047,34620,19421,11228,212880,70.00,57.00,90.00,59.00,1801.00,6493.00
253066,5083,48917,"Ironman World Championships",2010,45,1060,38456,19505,14316,4113,82.00,71.00,78.00,54.00,49.00,4865.00
215153,5140,88283,"Ironman Canada",2012,45,1060,36152,18626,13289,3792,80.00,51.00,64.00,28.00,0.00,4268.00
2059,5001,7504,"Ironman Florida",2012,45,1060,34231,17196,12773,3826,78.00,59.00,100.00,74.00,11.00,1335.00
253745,5086,48917,"Ironman World Championships",2009,40,1060,41770,20750,16346,4065,87.00,78.00,74.00,51.00,49.00,4865.00
248089,5082,48917,"Ironman World Championships",2013,45,1060,38472,18959,15019,3951,84.00,73.00,82.00,65.00,49.00,4865.00
215344,5142,88283,"Ironman Canada",2011,45,1060,38126,19356,14339,4000,86.00,57.00,48.00,17.00,0.00,4268.00
215787,5141,88283,"Ironman Canada",2010,45,1060,37317,19567,13066,3991,67.00,46.00,71.00,34.00,0.00,4268.00
251303,5084,48917,"Ironman World Championships",2011,45,1065,36831,18499,13145,4780,84.00,75.00,74.00,56.00,49.00,4865.00
2064,5001,7504,"Ironman Florida",2012,45,1065,34452,16433,13232,4309,78.00,59.00,100.00,74.00,11.00,1335.00
100650,5279,56781,"Ironman Texas",2013,45,1065,38321,17734,14203,5831,91.00,73.00,94.00,47.00,160.00,2822.00
133624,5106,89837,"Ironman Wisconsin",2013,45,1065,38657,19096,14225,4686,73.00,63.00,90.00,78.00,863.00,1916.00
215669,5139,88283,"Ironman Canada",2013,45,1065,36672,18401,13326,4446,73.00,47.00,92.00,22.00,2141.00,7323.00
346800,5204,20398,"Ironman Coeur d Alene",2011,46,1065,34608,18261,11786,4141,71.00,39.00,81.00,25.00,2188.00,6517.00
347366,5208,20398,"Ironman Coeur d Alene",2010,45,1065,37800,18891,14372,4171,77.00,51.00,82.00,43.00,2188.00,6517.00
4416,5000,7504,"Ironman Florida",2011,46,1065,34598,17292,12762,3999,69.00,50.00,87.00,42.00,12.00,1335.00
133986,5109,89837,"Ironman Wisconsin",2010,45,1065,40818,19237,16664,4324,80.00,50.00,89.00,39.00,863.00,1916.00
114336,5126,59748,"Ironman Louisville",2011,45,1065,35056,18124,11925,4519,88.00,70.00,84.00,30.00,466.00,4171.00
250926,5085,48917,"Ironman World Championships",2012,35,1087,43163,21036,16958,4318,86.00,75.00,66.00,53.00,49.00,4865.00
79964,5050,31581,"Ironman South Africa",2008,30,1087,41052,20729,15272,4093,77.00,63.00,94.00,65.00,220.00,3613.00
27273,5016,67724,"Ironman Arizona",2010,35,1087,37586,19624,13489,4048,72.00,58.00,67.00,41.00,1160.00,2119.00
170958,5172,73783,"Ironman Lake Placid",2012,35,1087,42690,20991,17289,3848,82.00,55.00,97.00,45.00,1801.00,6493.00
72865,5049,31581,"Ironman South Africa",2009,35,1087,40651,19553,16708,3912,95.00,60.00,88.00,20.00,220.00,3613.00
162645,5189,96766,"Ironman UK",2005,31,1087,44570,22860,16907,4001,73.00,48.00,100.00,41.00,246.00,7223.00
253810,5086,48917,"Ironman World Championships",2009,35,1087,39572,20979,13611,4318,87.00,78.00,74.00,51.00,49.00,4865.00
171247,5171,73783,"Ironman Lake Placid",2011,37,1087,39110,20289,14505,3808,77.00,47.00,100.00,43.00,1801.00,6493.00
171542,5175,73783,"Ironman Lake Placid",2010,35,1087,39831,19842,15626,3881,70.00,57.00,90.00,59.00,1801.00,6493.00
2088,5001,7504,"Ironman Florida",2012,35,1087,35139,17264,13637,3866,78.00,59.00,100.00,74.00,11.00,1335.00
251933,5084,48917,"Ironman World Championships",2011,35,1087,38341,19028,14453,4330,84.00,75.00,74.00,56.00,49.00,4865.00
182320,5174,73783,"Ironman Lake Placid",2006,30,1087,42223,21806,15459,4113,73.00,55.00,97.00,43.00,1801.00,6493.00
171932,5168,73783,"Ironman Lake Placid",2009,35,1087,41093,20614,15712,4039,78.00,62.00,100.00,50.00,1801.00,6493.00
347449,5208,20398,"Ironman Coeur d Alene",2010,40,1106,41463,20281,16213,4576,77.00,51.00,82.00,43.00,2188.00,6517.00
357253,5209,20398,"Ironman Coeur d Alene",2008,35,1106,39508,0,0,39508,71.00,53.00,94.00,41.00,2188.00,6517.00
357886,5210,20398,"Ironman Coeur d Alene",2007,35,1106,44991,23256,15755,5392,68.00,46.00,71.00,37.00,2188.00,6517.00
2109,5001,7504,"Ironman Florida",2012,40,1106,35643,18018,12884,4154,78.00,59.00,100.00,74.00,11.00,1335.00
215346,5142,88283,"Ironman Canada",2011,40,1106,38191,20251,13098,4395,86.00,57.00,48.00,17.00,0.00,4268.00
114519,5129,59748,"Ironman Louisville",2010,40,1106,42340,20201,16289,5134,96.00,73.00,84.00,28.00,466.00,4171.00
100823,5280,56781,"Ironman Texas",2012,40,1106,44274,20331,18328,4842,87.00,59.00,100.00,42.00,160.00,2822.00
346911,5204,20398,"Ironman Coeur d Alene",2011,42,1106,39665,21174,13308,4660,71.00,39.00,81.00,25.00,2188.00,6517.00
347953,5207,20398,"Ironman Coeur d Alene",2009,40,1106,40307,20016,15232,4705,60.00,48.00,87.00,55.00,2188.00,6517.00
27156,5014,67724,"Ironman Arizona",2011,42,1106,36745,18489,13289,4421,74.00,53.00,66.00,38.00,1160.00,2119.00
100655,5279,56781,"Ironman Texas",2013,35,1110,38978,19790,14698,4021,91.00,73.00,94.00,47.00,160.00,2822.00
27487,5013,67724,"Ironman Arizona",2009,35,1110,37197,19637,13464,3720,76.00,48.00,44.00,14.00,1160.00,2119.00
101028,5281,56781,"Ironman Texas",2011,37,1110,36123,19300,12452,3957,91.00,71.00,87.00,48.00,160.00,2822.00
252651,5084,48917,"Ironman World Championships",2011,35,1110,39368,20156,14666,4096,84.00,75.00,74.00,56.00,49.00,4865.00
9679,5004,7504,"Ironman Florida",2006,30,1110,38229,20230,13584,3817,68.00,55.00,63.00,46.00,17.00,1335.00
114470,5129,59748,"Ironman Louisville",2010,35,1110,38106,20334,13294,3956,96.00,73.00,84.00,28.00,466.00,4171.00
2110,5001,7504,"Ironman Florida",2012,35,1110,35679,19226,12410,3649,78.00,59.00,100.00,74.00,11.00,1335.00
248086,5082,48917,"Ironman World Championships",2013,55,1115,38428,18564,15963,207000,84.00,73.00,82.00,65.00,49.00,4865.00
249780,5085,48917,"Ironman World Championships",2012,50,1115,37741,19883,13930,210780,86.00,75.00,66.00,53.00,49.00,4865.00
251486,5084,48917,"Ironman World Championships",2011,50,1115,37408,19176,14321,208980,84.00,75.00,74.00,56.00,49.00,4865.00
4417,5000,7504,"Ironman Florida",2011,53,1115,35028,18120,12941,200520,69.00,50.00,87.00,42.00,12.00,1335.00
100811,5280,56781,"Ironman Texas",2012,50,1115,38126,19933,14178,210780,87.00,59.00,100.00,42.00,160.00,2822.00
253631,5086,48917,"Ironman World Championships",2009,50,1115,37588,20015,13695,204420,87.00,78.00,74.00,51.00,49.00,4865.00
244772,5088,48917,"Ironman World Championships",2007,45,1115,42626,20494,18024,210780,84.00,73.00,76.00,49.00,49.00,4865.00
253392,5083,48917,"Ironman World Championships",2010,50,1115,51000,19041,27925,212340,82.00,71.00,78.00,54.00,49.00,4865.00
2116,5001,7504,"Ironman Florida",2012,50,1115,35794,17679,14195,205620,78.00,59.00,100.00,74.00,11.00,1335.00
8971,5010,7504,"Ironman Florida",2009,50,1115,34072,17644,12511,200760,76.00,53.00,89.00,48.00,14.00,1335.00
2135,5001,7504,"Ironman Florida",2012,40,1136,36331,17292,14636,3805,78.00,59.00,100.00,74.00,11.00,1335.00
27494,5013,67724,"Ironman Arizona",2009,35,1136,38376,19457,13997,4116,76.00,48.00,44.00,14.00,1160.00,2119.00
134387,5110,89837,"Ironman Wisconsin",2009,35,1136,46656,23490,18620,3884,83.00,48.00,100.00,37.00,863.00,1916.00
148986,5117,89837,"Ironman Wisconsin",2002,30,1136,41875,21750,14944,4148,71.00,48.00,96.00,44.00,863.00,1916.00
9239,5008,7504,"Ironman Florida",2008,35,1136,36184,18347,13293,3898,73.00,49.00,79.00,38.00,15.00,1335.00
4492,5002,7504,"Ironman Florida",2010,35,1136,37437,18920,13787,3872,60.00,42.00,79.00,34.00,13.00,1335.00
9683,5004,7504,"Ironman Florida",2006,35,1136,38973,18945,15433,3939,68.00,55.00,63.00,46.00,17.00,1335.00
184099,5180,73783,"Ironman Lake Placid",2000,29,1136,45193,22386,17753,4223,75.00,55.00,100.00,64.00,1801.00,6493.00
18114,5007,7504,"Ironman Florida",2004,30,1136,37712,18467,14688,3836,73.00,59.00,51.00,31.00,19.00,1335.00
4418,5000,7504,"Ironman Florida",2011,40,1136,35809,18257,13093,3791,69.00,50.00,87.00,42.00,12.00,1335.00
9482,5003,7504,"Ironman Florida",2007,35,1136,37961,18688,14884,3798,74.00,51.00,98.00,54.00,16.00,1335.00
27485,5013,67724,"Ironman Arizona",2009,40,1160,36826,18174,14233,3975,76.00,48.00,44.00,14.00,1160.00,2119.00
357780,5210,20398,"Ironman Coeur d Alene",2007,40,1160,38057,19764,13492,4139,68.00,46.00,71.00,37.00,2188.00,6517.00
133702,5107,89837,"Ironman Wisconsin",2012,45,1160,37966,19257,13980,4124,73.00,49.00,96.00,41.00,863.00,1916.00
346553,5205,20398,"Ironman Coeur d Alene",2012,46,1160,38643,19295,14119,4531,71.00,55.00,94.00,43.00,2188.00,6517.00
134256,5110,89837,"Ironman Wisconsin",2009,40,1160,36722,18907,13353,3835,83.00,48.00,100.00,37.00,863.00,1916.00
182217,5174,73783,"Ironman Lake Placid",2006,40,1160,39517,19648,15252,4003,73.00,55.00,97.00,43.00,1801.00,6493.00
2160,5001,7504,"Ironman Florida",2012,45,1160,36884,17199,15036,4060,78.00,59.00,100.00,74.00,11.00,1335.00
9470,5003,7504,"Ironman Florida",2007,40,1160,35418,17681,13390,3849,74.00,51.00,98.00,54.00,16.00,1335.00
215412,5142,88283,"Ironman Canada",2011,45,1160,42143,20274,17281,4131,86.00,57.00,48.00,17.00,0.00,4268.00
248680,5082,48917,"Ironman World Championships",2013,50,1236,41887,20258,17114,4042,84.00,73.00,82.00,65.00,49.00,4865.00
216308,5147,88283,"Ironman Canada",2008,40,1236,40254,20300,15274,4401,82.00,52.00,82.00,30.00,0.00,4268.00
36354,5015,67724,"Ironman Arizona",2008,40,1236,41054,20603,15486,4290,94.00,63.00,23.00,4.00,1160.00,2119.00
2236,5001,7504,"Ironman Florida",2012,45,1236,37893,17246,16335,3884,78.00,59.00,100.00,74.00,11.00,1335.00
215675,5139,88283,"Ironman Canada",2013,50,1236,37538,19733,13596,3880,73.00,47.00,92.00,22.00,2141.00,7323.00
27486,5013,67724,"Ironman Arizona",2009,45,1236,37007,18631,13778,4241,76.00,48.00,44.00,14.00,1160.00,2119.00
114522,5129,59748,"Ironman Louisville",2010,40,1246,42582,21671,15737,4328,96.00,73.00,84.00,28.00,466.00,4171.00
2246,5001,7504,"Ironman Florida",2012,45,1246,38226,19357,13573,4446,78.00,59.00,100.00,74.00,11.00,1335.00
4422,5000,7504,"Ironman Florida",2011,45,1246,37324,19350,13143,4037,69.00,50.00,87.00,42.00,12.00,1335.00
9015,5010,7504,"Ironman Florida",2009,40,1246,40898,20811,14480,4329,76.00,53.00,89.00,48.00,14.00,1335.00
170822,5167,73783,"Ironman Lake Placid",2013,45,1246,41005,21851,14437,3877,73.00,57.00,100.00,73.00,1801.00,6493.00
101009,5281,56781,"Ironman Texas",2011,45,1246,39953,19735,15015,4606,91.00,71.00,87.00,48.00,160.00,2822.00
100686,5279,56781,"Ironman Texas",2013,50,1272,42871,20150,17498,4381,91.00,73.00,94.00,47.00,160.00,2822.00
4495,5002,7504,"Ironman Florida",2010,45,1272,38690,19240,14234,4039,60.00,42.00,79.00,34.00,13.00,1335.00
43213,5024,97485,"Ironman Cozumel",2011,45,1272,39100,0,0,0,80.00,64.00,100.00,70.00,14.00,555.00
100815,5280,56781,"Ironman Texas",2012,50,1272,38360,19530,13834,4313,87.00,59.00,100.00,42.00,160.00,2822.00
101129,5281,56781,"Ironman Texas",2011,49,1272,43964,20139,18776,4285,91.00,71.00,87.00,48.00,160.00,2822.00
2273,5001,7504,"Ironman Florida",2012,50,1272,38714,18842,14930,4210,78.00,59.00,100.00,74.00,11.00,1335.00
36691,5018,67724,"Ironman Arizona",2007,45,1376,39135,19294,14921,4328,78.00,59.00,36.00,10.00,1160.00,2119.00
17782,5006,7504,"Ironman Florida",2005,46,1376,36631,18230,13967,4011,77.00,71.00,88.00,61.00,18.00,1335.00
2375,5001,7504,"Ironman Florida",2012,50,1376,39637,18874,15022,4841,78.00,59.00,100.00,74.00,11.00,1335.00
18133,5007,7504,"Ironman Florida",2004,45,1376,38521,19604,14147,4018,73.00,59.00,51.00,31.00,19.00,1335.00
216078,5145,88283,"Ironman Canada",2009,50,1376,41638,20616,16115,4420,82.00,54.00,82.00,28.00,0.00,4268.00
244749,5088,48917,"Ironman World Championships",2007,45,1376,41610,21261,14907,4607,84.00,73.00,76.00,49.00,49.00,4865.00
230056,5143,88283,"Ironman Canada",2006,45,1376,38265,19534,14091,4074,89.00,50.00,76.00,19.00,0.00,4268.00
245330,5091,48917,"Ironman World Championships",2005,46,1376,39064,20348,13466,4628,86.00,72.00,73.00,49.00,49.00,4865.00
133889,5108,89837,"Ironman Wisconsin",2011,35,1425,44489,23532,15913,4083,84.00,51.00,100.00,43.00,863.00,1916.00
4431,5000,7504,"Ironman Florida",2011,35,1425,40444,21576,14456,3685,69.00,50.00,87.00,42.00,12.00,1335.00
114372,5126,59748,"Ironman Louisville",2011,35,1425,42175,22733,15136,214920,88.00,70.00,84.00,30.00,466.00,4171.00
4522,5002,7504,"Ironman Florida",2010,30,1425,42599,21691,15533,4039,60.00,42.00,79.00,34.00,13.00,1335.00
114471,5129,59748,"Ironman Louisville",2010,30,1425,43186,21917,16391,4001,96.00,73.00,84.00,28.00,466.00,4171.00
9504,5003,7504,"Ironman Florida",2007,30,1425,40802,20350,15697,3950,74.00,51.00,98.00,54.00,16.00,1335.00
100898,5280,56781,"Ironman Texas",2012,35,1425,48513,23991,19804,3935,87.00,59.00,100.00,42.00,160.00,2822.00
101065,5281,56781,"Ironman Texas",2011,35,1425,41429,21604,15155,4100,91.00,71.00,87.00,48.00,160.00,2822.00
9302,5008,7504,"Ironman Florida",2008,30,1425,41356,20412,16062,4232,73.00,49.00,79.00,38.00,15.00,1335.00
100693,5279,56781,"Ironman Texas",2013,35,1425,46113,22553,18363,4306,91.00,73.00,94.00,47.00,160.00,2822.00
2424,5001,7504,"Ironman Florida",2012,35,1425,40221,21028,14694,3883,78.00,59.00,100.00,74.00,11.00,1335.00
9065,5010,7504,"Ironman Florida",2009,30,1425,42580,21704,15051,4589,76.00,53.00,89.00,48.00,14.00,1335.00
133745,5107,89837,"Ironman Wisconsin",2012,40,1482,42943,20846,16476,4581,73.00,49.00,96.00,41.00,863.00,1916.00
171678,5175,73783,"Ironman Lake Placid",2010,40,1482,46305,22592,17848,4543,70.00,57.00,90.00,59.00,1801.00,6493.00
133883,5108,89837,"Ironman Wisconsin",2011,42,1482,44249,21001,17764,4490,84.00,51.00,100.00,43.00,863.00,1916.00
4425,5000,7504,"Ironman Florida",2011,42,1482,39942,18888,15634,4325,69.00,50.00,87.00,42.00,12.00,1335.00
133659,5106,89837,"Ironman Wisconsin",2013,40,1482,45585,21925,17744,4701,73.00,63.00,90.00,78.00,863.00,1916.00
2480,5001,7504,"Ironman Florida",2012,40,1482,40896,18731,16759,4412,78.00,59.00,100.00,74.00,11.00,1335.00
4506,5002,7504,"Ironman Florida",2010,40,1482,40662,18956,16067,4200,60.00,42.00,79.00,34.00,13.00,1335.00
134373,5110,89837,"Ironman Wisconsin",2009,40,1482,48249,22626,19735,4234,83.00,48.00,100.00,37.00,863.00,1916.00
346928,5204,20398,"Ironman Coeur d Alene",2011,52,1500,43598,21914,16132,4837,71.00,39.00,81.00,25.00,2188.00,6517.00
2497,5001,7504,"Ironman Florida",2012,50,1500,41009,19495,15847,4961,78.00,59.00,100.00,74.00,11.00,1335.00
18279,5007,7504,"Ironman Florida",2004,45,1500,44390,20741,18084,4228,73.00,59.00,51.00,31.00,19.00,1335.00
171085,5172,73783,"Ironman Lake Placid",2012,50,1500,46506,23506,17796,4487,82.00,55.00,97.00,45.00,1801.00,6493.00
181812,5170,73783,"Ironman Lake Placid",2007,45,1500,45712,22962,17658,4368,77.00,41.00,100.00,29.00,1801.00,6493.00
230325,5143,88283,"Ironman Canada",2006,45,1500,46040,22129,18823,4373,89.00,50.00,76.00,19.00,0.00,4268.00
357463,5209,20398,"Ironman Coeur d Alene",2008,45,1500,45065,0,0,45065,71.00,53.00,94.00,41.00,2188.00,6517.00
100718,5279,56781,"Ironman Texas",2013,45,1521,41131,18668,16029,5645,91.00,73.00,94.00,47.00,160.00,2822.00
346903,5204,20398,"Ironman Coeur d Alene",2011,46,1521,39289,19445,13201,5815,71.00,39.00,81.00,25.00,2188.00,6517.00
134013,5109,89837,"Ironman Wisconsin",2010,45,1521,40245,19209,15030,5298,80.00,50.00,89.00,39.00,863.00,1916.00
347442,5208,20398,"Ironman Coeur d Alene",2010,45,1521,41261,19702,14580,6316,77.00,51.00,82.00,43.00,2188.00,6517.00
4419,5000,7504,"Ironman Florida",2011,46,1521,36105,18047,12290,5135,69.00,50.00,87.00,42.00,12.00,1335.00
215680,5139,88283,"Ironman Canada",2013,45,1521,37725,18257,13736,5140,73.00,47.00,92.00,22.00,2141.00,7323.00
27161,5014,67724,"Ironman Arizona",2011,46,1521,37922,18925,12903,5538,74.00,53.00,66.00,38.00,1160.00,2119.00
114348,5126,59748,"Ironman Louisville",2011,45,1521,37974,18659,13678,5167,88.00,70.00,84.00,30.00,466.00,4171.00
2520,5001,7504,"Ironman Florida",2012,45,1521,41219,18503,15428,6453,78.00,59.00,100.00,74.00,11.00,1335.00
303312,5220,36706,"Ironman Austria",2008,50,1563,38766,19500,14819,3826,75.00,61.00,100.00,65.00,1463.00,6301.00
323501,5226,36706,"Ironman Austria",2002,45,1563,46296,23355,19092,3849,93.00,60.00,100.00,44.00,1463.00,6301.00
18762,5009,7504,"Ironman Florida",2002,45,1563,45793,22474,17999,4455,75.00,57.00,100.00,78.00,21.00,1335.00
9079,5010,7504,"Ironman Florida",2009,50,1563,43132,19428,18806,4311,76.00,53.00,89.00,48.00,14.00,1335.00
9489,5003,7504,"Ironman Florida",2007,50,1563,38974,19373,15031,4106,74.00,51.00,98.00,54.00,16.00,1335.00
2563,5001,7504,"Ironman Florida",2012,55,1563,41549,19092,17670,4228,78.00,59.00,100.00,74.00,11.00,1335.00
17833,5006,7504,"Ironman Florida",2005,49,1563,40652,19683,16328,4207,77.00,71.00,88.00,61.00,18.00,1335.00
9283,5008,7504,"Ironman Florida",2008,50,1563,39703,19029,15512,4490,73.00,49.00,79.00,38.00,15.00,1335.00
248950,5082,48917,"Ironman World Championships",2013,55,1563,50148,22394,22583,4250,84.00,73.00,82.00,65.00,49.00,4865.00
4424,5000,7504,"Ironman Florida",2011,55,1563,39923,19826,15278,4104,69.00,50.00,87.00,42.00,12.00,1335.00
230895,5148,88283,"Ironman Canada",2004,45,1563,42520,21476,16690,3987,80.00,57.00,94.00,44.00,0.00,4268.00
215211,5140,88283,"Ironman Canada",2012,55,1563,43056,20808,17864,4007,80.00,51.00,64.00,28.00,0.00,4268.00
9705,5004,7504,"Ironman Florida",2006,50,1563,41518,20712,15862,4371,68.00,55.00,63.00,46.00,17.00,1335.00
248915,5082,48917,"Ironman World Championships",2013,60,1679,49065,23662,19771,4854,84.00,73.00,82.00,65.00,49.00,4865.00
2680,5001,7504,"Ironman Florida",2012,60,1679,42525,19843,17070,4646,78.00,59.00,100.00,74.00,11.00,1335.00
4536,5002,7504,"Ironman Florida",2010,55,1679,45386,22051,17396,4534,60.00,42.00,79.00,34.00,13.00,1335.00
9046,5010,7504,"Ironman Florida",2009,55,1679,41906,21544,14771,4720,76.00,53.00,89.00,48.00,14.00,1335.00
4465,5000,7504,"Ironman Florida",2011,59,1679,46244,23844,16294,4923,69.00,50.00,87.00,42.00,12.00,1335.00
114536,5129,59748,"Ironman Louisville",2010,55,1679,46822,23754,17104,5015,96.00,73.00,84.00,28.00,466.00,4171.00
114414,5126,59748,"Ironman Louisville",2011,55,1679,45573,22663,17546,4578,88.00,70.00,84.00,30.00,466.00,4171.00
162594,5187,96766,"Ironman UK",2006,30,1720,43190,22548,16237,3784,64.00,55.00,100.00,77.00,246.00,7223.00
147415,5113,89837,"Ironman Wisconsin",2007,35,1720,44103,21731,17515,4053,73.00,52.00,100.00,57.00,863.00,1916.00
17907,5006,7504,"Ironman Florida",2005,34,1720,44596,21167,18480,4235,77.00,71.00,88.00,61.00,18.00,1335.00
9298,5008,7504,"Ironman Florida",2008,35,1720,41161,19080,17300,4168,73.00,49.00,79.00,38.00,15.00,1335.00
2720,5001,7504,"Ironman Florida",2012,40,1720,42735,19069,19119,3911,78.00,59.00,100.00,74.00,11.00,1335.00
172002,5168,73783,"Ironman Lake Placid",2009,35,1720,45504,22334,18676,3898,78.00,62.00,100.00,50.00,1801.00,6493.00
9519,5003,7504,"Ironman Florida",2007,35,1720,42210,20302,17128,4183,74.00,51.00,98.00,54.00,16.00,1335.00
4443,5000,7504,"Ironman Florida",2011,42,1777,40911,20115,15037,4350,69.00,50.00,87.00,42.00,12.00,1335.00
2777,5001,7504,"Ironman Florida",2012,45,1777,43099,19617,16989,5223,78.00,59.00,100.00,74.00,11.00,1335.00
37035,5020,67724,"Ironman Arizona",2006,39,1777,41699,20418,15487,4583,88.00,60.00,31.00,9.00,1160.00,2119.00
357222,5209,20398,"Ironman Coeur d Alene",2008,40,1777,41074,0,0,41074,71.00,53.00,94.00,41.00,2188.00,6517.00
348076,5207,20398,"Ironman Coeur d Alene",2009,40,1777,44263,20958,18007,4529,60.00,48.00,87.00,55.00,2188.00,6517.00
36723,5018,67724,"Ironman Arizona",2007,35,1777,41364,19689,16561,4468,78.00,59.00,36.00,10.00,1160.00,2119.00
27187,5014,67724,"Ironman Arizona",2011,42,1777,42290,20896,15612,4709,74.00,53.00,66.00,38.00,1160.00,2119.00
216082,5145,88283,"Ironman Canada",2009,40,1777,41896,20695,16114,4382,82.00,54.00,82.00,28.00,0.00,4268.00
27500,5013,67724,"Ironman Arizona",2009,40,1777,38957,18951,15020,4419,76.00,48.00,44.00,14.00,1160.00,2119.00
36402,5015,67724,"Ironman Arizona",2008,40,1777,44496,23074,16127,4540,94.00,63.00,23.00,4.00,1160.00,2119.00
134028,5109,89837,"Ironman Wisconsin",2010,40,1777,43915,22124,15647,4850,80.00,50.00,89.00,39.00,863.00,1916.00
183827,5177,73783,"Ironman Lake Placid",2002,35,1822,49498,22277,21598,4274,69.00,39.00,100.00,59.00,1801.00,6493.00
4440,5000,7504,"Ironman Florida",2011,46,1822,39703,19541,14894,4470,69.00,50.00,87.00,42.00,12.00,1335.00
346992,5204,20398,"Ironman Coeur d Alene",2011,46,1822,44558,21669,16132,5444,71.00,39.00,81.00,25.00,2188.00,6517.00
2823,5001,7504,"Ironman Florida",2012,45,1822,43543,19269,18854,4556,78.00,59.00,100.00,74.00,11.00,1335.00
4509,5002,7504,"Ironman Florida",2010,45,1822,41166,18997,16638,4341,60.00,42.00,79.00,34.00,13.00,1335.00
171679,5175,73783,"Ironman Lake Placid",2010,45,1822,46314,22613,17864,4712,70.00,57.00,90.00,59.00,1801.00,6493.00
9300,5008,7504,"Ironman Florida",2008,45,1827,41123,19990,15419,5122,73.00,49.00,79.00,38.00,15.00,1335.00
